,order_id,order_datetime,customer_id,customer_city,restaurant_id,restaurant_name,cuisine,order_amount,discount_amount,distance_km,prep_time_mins,sugar_fee,delivery_time_mins,delivery_partner,rating,payment_method,delivery_status,customer_age_group,customer_type,customer_segment,customer_membership,restaurant_type,platform_fee,delivery_fee,coupon_code_used,is_first_order,order_date,order_month,order_weekday,order_hour,total_payable,expected_delivery_mins,delayed_mins,is_delayed,delivery_efficiency,order_value_bin,is_repeat_customer,is_first_order_binary
3460,ORD03461,2024-10-02 20:12:00,CUST01237,Chennai,REST109,Sweet Treats,Chinese,1407,293,6.4,34,27,67,DP021,2,Card,Cancelled,36-45,Returning,Budget,Swiggy One,Dine-in,4,37,FESTIVE30,No,2024-10-02,2024-10,Wednesday,20,1182,59.6,7.399999999999999,1,10.47,Very High,1,0
3461,ORD03462,2024-10-24 05:32:00,CUST00574,Delhi,REST006,Biryani House,North Indian,380,37,9.21,33,27,56,DP039,3,Card,Delayed,18-25,Returning,Regular,Normal,Franchise,15,20,TRYNEW,No,2024-10-24,2024-10,Thursday,5,405,69.84,-13.840000000000003,0,6.08,Mid,1,0
3462,ORD03463,2024-06-07 17:59:00,CUST00049,Hyderabad,REST099,Foodie's Corner,Italian,1436,64,10.1,12,0,50,DP027,4,COD,Cancelled,18-25,Returning,Budget,Normal,Dine-in,5,33,NONE,No,2024-06-07,2024-06,Friday,17,1410,52.4,-2.3999999999999986,0,4.95,Very High,1,0
3463,ORD03464,2024-03-25 06:18:00,CUST01151,Chennai,REST162,Taste of India,Biryani,1087,75,5.07,22,23,48,DP047,2,Card,Delayed,36-45,New,Budget,Normal,Dine-in,7,29,NONE,Yes,2024-03-25,2024-03,Monday,6,1071,42.28,5.719999999999999,1,9.47,Very High,1,1
3464,ORD03465,2024-08-03 06:51:00,CUST00223,Mumbai,REST048,Italiano Kitchen,Italian,1294,191,1.66,29,27,40,DP002,2,COD,Delivered,46-60,Returning,Regular,Normal,Franchise,15,13,SAVE20,No,2024-08-03,2024-08,Saturday,6,1158,35.64,4.359999999999999,0,24.1,Very High,1,0
3465,ORD03466,2024-06-06 16:21:00,CUST02969,Hyderabad,REST194,Sweet Treats,North Indian,667,122,9.6,18,10,85,DP004,4,Card,Delivered,36-45,Returning,Premium,Normal,Dine-in,11,19,SAVE20,No,2024-06-06,2024-06,Thursday,16,585,56.4,28.6,1,8.85,High,1,0
3466,ORD03467,2024-02-12 02:52:00,CUST01432,Hyderabad,REST137,Taste of India,South Indian,1197,124,6.87,20,24,39,DP048,4,UPI,Delayed,26-35,Returning,Premium,Normal,Dine-in,14,23,TRYNEW,No,2024-02-12,2024-02,Monday,2,1134,47.480000000000004,-8.480000000000004,0,5.68,Very High,1,0
3467,ORD03468,2024-06-20 15:33:00,CUST01529,Delhi,REST062,Sweet Treats,Italian,855,26,11.77,16,9,17,DP012,1,Card,Delivered,18-25,Returning,Premium,Normal,Cloud Kitchen,8,34,SAVE20,No,2024-06-20,2024-06,Thursday,15,880,63.08,-46.08,0,1.44,High,1,0
3468,ORD03469,2024-07-13 03:12:00,CUST01820,Delhi,REST091,Dragon Bowl,Chinese,526,102,9.66,32,24,57,DP016,2,COD,Cancelled,18-25,Returning,Budget,Normal,Dine-in,3,32,SAVE20,No,2024-07-13,2024-07,Saturday,3,483,70.64,-13.64,0,5.9,Mid,1,0
3469,ORD03470,2024-05-30 03:17:00,CUST02325,Bangalore,REST140,Burger Street,South Indian,586,275,4.28,24,2,20,DP025,3,COD,Cancelled,36-45,Returning,Budget,Normal,Franchise,12,21,NONE,No,2024-05-30,2024-05,Thursday,3,346,41.120000000000005,-21.120000000000005,0,4.67,Mid,1,0
3470,ORD03471,2024-12-18 10:26:00,CUST01462,Bangalore,REST069,Italiano Kitchen,North Indian,1002,59,5.43,10,13,68,DP023,5,Card,Delayed,18-25,Returning,Regular,Swiggy One,Cloud Kitchen,12,37,NEW50,No,2024-12-18,2024-12,Wednesday,10,1005,31.72,36.28,1,12.52,Very High,1,0
3471,ORD03472,2024-09-13 20:47:00,CUST01131,Mumbai,REST164,Foodie's Corner,Biryani,1119,167,3.21,11,20,66,DP017,4,UPI,Delivered,46-60,Returning,Budget,Swiggy One,Franchise,6,20,NONE,No,2024-09-13,2024-09,Friday,20,998,23.84,42.16,1,20.56,High,1,0
3472,ORD03473,2024-08-06 06:13:00,CUST01682,Hyderabad,REST097,Taste of India,Fast Food,648,82,6.39,10,15,27,DP042,1,Card,Cancelled,36-45,Returning,Regular,Normal,Dine-in,15,30,NEW50,No,2024-08-06,2024-08,Tuesday,6,626,35.56,-8.560000000000002,0,4.23,High,1,0
3473,ORD03474,2024-09-22 19:11:00,CUST02468,Ahmedabad,REST124,Foodie's Corner,Italian,1347,5,8.67,24,8,80,DP047,4,COD,Cancelled,18-25,New,Budget,Normal,Cloud Kitchen,9,27,TRYNEW,Yes,2024-09-22,2024-09,Sunday,19,1386,58.68,21.32,1,9.23,Very High,1,1
3474,ORD03475,2024-12-10 21:35:00,CUST02659,Pune,REST106,Italiano Kitchen,Fast Food,749,163,7.54,13,13,70,DP046,3,Card,Delivered,46-60,Returning,Budget,Normal,Cloud Kitchen,6,18,NEW50,No,2024-12-10,2024-12,Tuesday,21,623,43.16,26.840000000000003,1,9.28,High,1,0
3475,ORD03476,2024-07-23 12:25:00,CUST00375,Mumbai,REST074,Foodie's Corner,Bakery,927,201,4.43,13,20,61,DP001,5,COD,Cancelled,18-25,New,Budget,Normal,Franchise,5,23,NEW50,Yes,2024-07-23,2024-07,Tuesday,12,774,30.72,30.28,1,13.77,High,1,1
3476,ORD03477,2024-12-14 15:01:00,CUST02121,Mumbai,REST141,Foodie's Corner,Chinese,1483,176,9.97,23,0,79,DP021,5,Card,Delivered,36-45,Returning,Regular,Normal,Franchise,5,16,NEW50,No,2024-12-14,2024-12,Saturday,15,1328,62.88,16.119999999999997,1,7.92,Very High,1,0
3477,ORD03478,2024-04-26 12:20:00,CUST02022,Pune,REST160,Spice Hub,South Indian,219,155,1.71,14,0,80,DP036,4,COD,Cancelled,36-45,Returning,Regular,Normal,Dine-in,15,17,FESTIVE30,No,2024-04-26,2024-04,Friday,12,96,20.84,59.16,1,46.78,Low,1,0
3478,ORD03479,2024-07-29 17:34:00,CUST01054,Pune,REST006,Taste of India,Desserts,354,277,2.14,30,3,82,DP002,5,Card,Delivered,46-60,Returning,Budget,Normal,Dine-in,13,19,NEW50,No,2024-07-29,2024-07,Monday,17,112,38.56,43.44,1,38.32,Low,1,0
3479,ORD03480,2024-08-13 23:58:00,CUST01890,Pune,REST109,Foodie's Corner,Fast Food,490,101,5.15,37,22,27,DP023,5,Card,Delayed,26-35,Returning,Regular,Swiggy One,Cloud Kitchen,6,19,NEW50,No,2024-08-13,2024-08,Tuesday,23,436,57.6,-30.6,0,5.24,Mid,1,0
3480,ORD03481,2024-12-18 17:27:00,CUST01824,Delhi,REST199,Spice Hub,Desserts,1205,79,8.58,10,22,44,DP040,3,Card,Cancelled,36-45,Returning,Premium,Normal,Cloud Kitchen,15,10,NONE,No,2024-12-18,2024-12,Wednesday,17,1173,44.32,-0.3200000000000003,0,5.13,Very High,1,0
3481,ORD03482,2024-07-21 15:28:00,CUST01475,Mumbai,REST079,Spice Hub,Chinese,1216,193,8.48,24,22,47,DP002,4,UPI,Cancelled,46-60,New,Budget,Normal,Dine-in,10,22,NEW50,Yes,2024-07-21,2024-07,Sunday,15,1077,57.92,-10.920000000000002,0,5.54,Very High,1,1
3482,ORD03483,2024-03-10 19:57:00,CUST02243,Mumbai,REST080,Sweet Treats,Fast Food,267,280,4.72,16,28,52,DP043,1,COD,Delivered,46-60,New,Budget,Normal,Dine-in,3,29,SAVE20,Yes,2024-03-10,2024-03,Sunday,19,47,34.879999999999995,17.120000000000005,1,11.02,Low,1,1
3483,ORD03484,2024-07-06 17:18:00,CUST01180,Chennai,REST098,Biryani House,Fast Food,1038,90,8.51,25,21,57,DP010,1,UPI,Delayed,46-60,Returning,Premium,Normal,Franchise,15,27,NONE,No,2024-07-06,2024-07,Saturday,17,1011,59.04,-2.039999999999999,0,6.7,Very High,1,0
3484,ORD03485,2024-02-07 06:17:00,CUST02895,Pune,REST139,Biryani House,Chinese,164,66,1.2,31,28,17,DP043,2,UPI,Cancelled,36-45,Returning,Regular,Normal,Franchise,5,18,NEW50,No,2024-02-07,2024-02,Wednesday,6,149,35.8,-18.799999999999997,0,14.17,Low,1,0
3485,ORD03486,2024-06-01 13:56:00,CUST01065,Pune,REST162,Burger Street,Desserts,1486,214,3.84,33,0,57,DP009,3,UPI,Delivered,26-35,New,Budget,Normal,Franchise,7,38,TRYNEW,Yes,2024-06-01,2024-06,Saturday,13,1317,48.36,8.64,1,14.84,Very High,1,1
3486,ORD03487,2024-06-18 22:56:00,CUST02071,Bangalore,REST112,Italiano Kitchen,Italian,1060,144,8.48,23,26,87,DP029,4,Card,Delayed,26-35,Returning,Budget,Normal,Cloud Kitchen,14,12,FESTIVE30,No,2024-06-18,2024-06,Tuesday,22,968,56.92,30.08,1,10.26,High,1,0
3487,ORD03488,2024-11-30 03:53:00,CUST00360,Bangalore,REST043,Taste of India,Fast Food,776,39,2.62,24,18,85,DP026,5,COD,Delivered,26-35,New,Premium,Swiggy One,Cloud Kitchen,3,17,TRYNEW,Yes,2024-11-30,2024-11,Saturday,3,775,34.480000000000004,50.519999999999996,1,32.44,High,1,1
3488,ORD03489,2024-06-15 21:02:00,CUST02608,Hyderabad,REST096,Biryani House,Chinese,839,211,2.95,24,20,18,DP036,3,COD,Delivered,26-35,Returning,Budget,Normal,Cloud Kitchen,3,21,FESTIVE30,No,2024-06-15,2024-06,Saturday,21,672,35.8,-17.799999999999997,0,6.1,High,1,0
3489,ORD03490,2024-11-08 09:26:00,CUST02720,Bangalore,REST136,Italiano Kitchen,Fast Food,923,285,1.5,29,11,46,DP029,4,UPI,Delayed,18-25,Returning,Budget,Normal,Dine-in,10,11,NEW50,No,2024-11-08,2024-11,Friday,9,670,35.0,11.0,1,30.67,High,1,0
3490,ORD03491,2024-08-04 01:20:00,CUST02042,Kolkata,REST057,Taste of India,Biryani,1062,58,4.69,10,19,15,DP004,4,UPI,Delivered,26-35,New,Budget,Swiggy One,Dine-in,11,11,NONE,Yes,2024-08-04,2024-08,Sunday,1,1045,28.76,-13.760000000000002,0,3.2,Very High,1,1
3491,ORD03492,2024-07-17 05:23:00,CUST01142,Hyderabad,REST168,Italiano Kitchen,Desserts,269,27,9.99,37,26,27,DP021,3,UPI,Cancelled,18-25,Returning,Regular,Normal,Dine-in,10,10,SAVE20,No,2024-07-17,2024-07,Wednesday,5,288,76.96000000000001,-49.96000000000001,0,2.7,Mid,1,0
3492,ORD03493,2024-09-17 10:45:00,CUST01636,Ahmedabad,REST010,Burger Street,Italian,175,46,10.12,28,3,50,DP033,3,UPI,Cancelled,18-25,Returning,Budget,Normal,Franchise,11,30,SAVE20,No,2024-09-17,2024-09,Tuesday,10,173,68.47999999999999,-18.47999999999999,0,4.94,Low,1,0
3493,ORD03494,2024-04-30 08:55:00,CUST01404,Pune,REST009,Burger Street,Biryani,213,236,10.42,34,8,40,DP031,3,COD,Delayed,46-60,Returning,Regular,Normal,Franchise,4,31,FESTIVE30,No,2024-04-30,2024-04,Tuesday,8,20,75.68,-35.68000000000001,0,3.84,Low,1,0
3494,ORD03495,2024-03-04 04:09:00,CUST01944,Chennai,REST041,Spice Hub,Biryani,609,116,0.92,35,6,36,DP028,2,UPI,Cancelled,18-25,New,Budget,Normal,Franchise,8,14,TRYNEW,Yes,2024-03-04,2024-03,Monday,4,521,38.68,-2.6799999999999997,0,39.13,High,1,1
3495,ORD03496,2024-11-16 20:53:00,CUST00679,Bangalore,REST179,Spice Hub,Chinese,463,150,11.89,16,24,25,DP036,5,Card,Delayed,26-35,Returning,Budget,Normal,Franchise,15,33,TRYNEW,No,2024-11-16,2024-11,Saturday,20,385,63.56,-38.56,0,2.1,Mid,1,0
3496,ORD03497,2024-06-18 20:53:00,CUST02488,Chennai,REST101,Taste of India,Biryani,954,82,6.28,27,28,39,DP033,3,UPI,Delivered,46-60,Returning,Budget,Normal,Franchise,5,27,SAVE20,No,2024-06-18,2024-06,Tuesday,20,932,52.120000000000005,-13.120000000000005,0,6.21,High,1,0
3497,ORD03498,2024-04-09 08:56:00,CUST02981,Bangalore,REST041,Italiano Kitchen,Fast Food,1389,56,10.54,24,13,59,DP004,2,COD,Delayed,26-35,Returning,Regular,Normal,Dine-in,6,27,NONE,No,2024-04-09,2024-04,Tuesday,8,1379,66.16,-7.159999999999997,0,5.6,Very High,0,0
3498,ORD03499,2024-06-22 20:58:00,CUST00007,Bangalore,REST164,Italiano Kitchen,Desserts,1135,216,10.91,22,22,50,DP004,1,Card,Cancelled,18-25,New,Premium,Normal,Dine-in,6,32,NONE,Yes,2024-06-22,2024-06,Saturday,20,979,65.64,-15.64,0,4.58,High,0,1
3499,ORD03500,2024-02-07 18:26:00,CUST02469,Chennai,REST188,Biryani House,North Indian,885,219,6.42,28,25,48,DP033,2,COD,Cancelled,18-25,Returning,Budget,Normal,Cloud Kitchen,8,39,NEW50,No,2024-02-07,2024-02,Wednesday,18,738,53.68,-5.68,0,7.48,High,1,0
3500,ORD03501,2024-05-23 04:59:00,CUST01592,Mumbai,REST120,Biryani House,Italian,1038,284,1.09,27,2,48,DP014,5,Card,Delayed,36-45,New,Budget,Normal,Cloud Kitchen,14,35,NONE,Yes,2024-05-23,2024-05,Thursday,4,805,31.36,16.64,1,44.04,High,1,1
3501,ORD03502,2024-03-22 16:03:00,CUST00833,Mumbai,REST094,Taste of India,Fast Food,1131,241,7.37,13,14,46,DP048,1,UPI,Cancelled,36-45,Returning,Budget,Normal,Dine-in,5,27,FESTIVE30,No,2024-03-22,2024-03,Friday,16,936,42.480000000000004,3.519999999999996,0,6.24,High,1,0
3502,ORD03503,2024-02-19 16:23:00,CUST02607,Mumbai,REST162,Dragon Bowl,South Indian,728,98,4.34,27,10,39,DP009,3,Card,Delayed,26-35,Returning,Premium,Normal,Cloud Kitchen,4,30,SAVE20,No,2024-02-19,2024-02,Monday,16,674,44.36,-5.359999999999999,0,8.99,High,1,0
3503,ORD03504,2024-08-30 02:14:00,CUST01811,Kolkata,REST014,Biryani House,Chinese,1299,241,2.88,13,9,81,DP024,3,COD,Cancelled,36-45,Returning,Budget,Normal,Cloud Kitchen,13,24,NONE,No,2024-08-30,2024-08,Friday,2,1104,24.52,56.480000000000004,1,28.12,Very High,1,0
3504,ORD03505,2024-06-03 01:15:00,CUST00914,Mumbai,REST072,Foodie's Corner,Fast Food,1121,202,2.6,36,19,73,DP025,3,Card,Delayed,46-60,Returning,Budget,Normal,Cloud Kitchen,6,28,SAVE20,No,2024-06-03,2024-06,Monday,1,972,46.4,26.6,1,28.08,High,1,0
3505,ORD03506,2024-07-06 04:29:00,CUST02012,Bangalore,REST035,Biryani House,Italian,1010,36,6.93,25,14,71,DP007,3,Card,Cancelled,36-45,Returning,Regular,Normal,Cloud Kitchen,8,23,TRYNEW,No,2024-07-06,2024-07,Saturday,4,1019,52.72,18.28,1,10.25,Very High,1,0
3506,ORD03507,2024-01-01 01:23:00,CUST01443,Pune,REST084,Dragon Bowl,Biryani,856,245,1.7,23,24,43,DP046,1,Card,Cancelled,26-35,Returning,Regular,Normal,Franchise,7,39,SAVE20,No,2024-01-01,2024-01,Monday,1,681,29.8,13.2,1,25.29,High,1,0
3507,ORD03508,2024-05-27 06:35:00,CUST01451,Delhi,REST045,Italiano Kitchen,Italian,1260,127,9.95,39,16,35,DP028,2,COD,Delayed,46-60,Returning,Premium,Normal,Dine-in,10,23,TRYNEW,No,2024-05-27,2024-05,Monday,6,1182,78.8,-43.8,0,3.52,Very High,1,0
3508,ORD03509,2024-10-17 16:43:00,CUST01503,Chennai,REST186,Spice Hub,South Indian,544,134,3.11,23,18,87,DP005,2,Card,Cancelled,26-35,Returning,Regular,Normal,Cloud Kitchen,9,38,NEW50,No,2024-10-17,2024-10,Thursday,16,475,35.44,51.56,1,27.97,Mid,1,0
3509,ORD03510,2024-03-13 09:23:00,CUST00126,Pune,REST083,Sweet Treats,Biryani,633,63,6.82,16,10,35,DP046,4,Card,Cancelled,46-60,New,Regular,Normal,Franchise,9,27,SAVE20,Yes,2024-03-13,2024-03,Wednesday,9,616,43.28,-8.280000000000001,0,5.13,High,1,1
3510,ORD03511,2024-03-20 17:32:00,CUST02443,Delhi,REST053,Sweet Treats,South Indian,815,273,1.94,22,19,85,DP013,2,UPI,Delivered,18-25,Returning,Budget,Normal,Cloud Kitchen,3,20,SAVE20,No,2024-03-20,2024-03,Wednesday,17,584,29.759999999999998,55.24,1,43.81,High,1,0
3511,ORD03512,2024-04-01 22:13:00,CUST00817,Pune,REST052,Spice Hub,Bakery,605,28,10.39,33,15,61,DP002,2,Card,Delivered,36-45,Returning,Budget,Normal,Dine-in,6,35,TRYNEW,No,2024-04-01,2024-04,Monday,22,633,74.56,-13.560000000000002,0,5.87,High,1,0
3512,ORD03513,2024-07-07 22:50:00,CUST02929,Kolkata,REST182,Italiano Kitchen,Bakery,359,225,8.46,23,3,46,DP020,2,UPI,Delivered,18-25,New,Premium,Normal,Dine-in,5,20,NONE,Yes,2024-07-07,2024-07,Sunday,22,162,56.84,-10.840000000000003,0,5.44,Low,1,1
3513,ORD03514,2024-04-20 23:21:00,CUST01830,Delhi,REST157,Spice Hub,Fast Food,674,59,2.88,19,6,36,DP012,2,Card,Delayed,36-45,New,Regular,Normal,Cloud Kitchen,14,40,NONE,Yes,2024-04-20,2024-04,Saturday,23,675,30.52,5.48,1,12.5,High,1,1
3514,ORD03515,2024-09-15 09:52:00,CUST00576,Ahmedabad,REST127,Biryani House,North Indian,825,53,8.73,22,10,56,DP027,2,COD,Delayed,46-60,Returning,Regular,Normal,Franchise,9,33,TRYNEW,No,2024-09-15,2024-09,Sunday,9,824,56.92,-0.9200000000000017,0,6.41,High,1,0
3515,ORD03516,2024-02-19 17:08:00,CUST02373,Hyderabad,REST066,Burger Street,Biryani,1151,148,1.45,15,19,25,DP007,1,Card,Cancelled,18-25,Returning,Budget,Normal,Dine-in,9,31,NEW50,No,2024-02-19,2024-02,Monday,17,1062,20.8,4.199999999999999,0,17.24,Very High,1,0
3516,ORD03517,2024-11-30 19:14:00,CUST01416,Mumbai,REST024,Spice Hub,Desserts,1045,57,9.38,39,25,72,DP034,5,Card,Cancelled,46-60,New,Regular,Normal,Dine-in,6,24,TRYNEW,Yes,2024-11-30,2024-11,Saturday,19,1043,76.52000000000001,-4.52000000000001,0,7.68,Very High,1,1
3517,ORD03518,2024-01-12 11:19:00,CUST00930,Ahmedabad,REST172,Burger Street,Italian,1153,35,6.14,20,23,55,DP021,5,UPI,Delivered,36-45,Returning,Premium,Swiggy One,Cloud Kitchen,3,17,SAVE20,No,2024-01-12,2024-01,Friday,11,1161,44.56,10.439999999999998,1,8.96,Very High,1,0
3518,ORD03519,2024-11-27 08:20:00,CUST01464,Kolkata,REST001,Dragon Bowl,Desserts,456,144,1.88,34,16,39,DP018,4,COD,Cancelled,18-25,Returning,Regular,Normal,Dine-in,12,14,FESTIVE30,No,2024-11-27,2024-11,Wednesday,8,354,41.519999999999996,-2.519999999999996,0,20.74,Mid,1,0
3519,ORD03520,2024-10-08 13:20:00,CUST00833,Pune,REST175,Burger Street,North Indian,1249,249,6.83,15,18,30,DP010,2,UPI,Delayed,26-35,Returning,Regular,Normal,Dine-in,14,34,NEW50,No,2024-10-08,2024-10,Tuesday,13,1066,42.32,-12.32,0,4.39,Very High,1,0
3520,ORD03521,2024-07-23 10:41:00,CUST01055,Bangalore,REST186,Dragon Bowl,Biryani,1195,79,2.81,36,25,80,DP038,3,UPI,Delayed,26-35,Returning,Premium,Normal,Dine-in,9,14,SAVE20,No,2024-07-23,2024-07,Tuesday,10,1164,47.24,32.76,1,28.47,Very High,1,0
3521,ORD03522,2024-08-19 10:18:00,CUST01649,Mumbai,REST013,Biryani House,Biryani,209,14,8.24,20,9,84,DP039,5,COD,Cancelled,46-60,Returning,Budget,Normal,Cloud Kitchen,14,28,SAVE20,No,2024-08-19,2024-08,Monday,10,246,52.96,31.04,1,10.19,Mid,1,0
3522,ORD03523,2024-11-18 11:32:00,CUST01901,Ahmedabad,REST017,Italiano Kitchen,Biryani,535,39,8.65,28,14,48,DP044,3,COD,Cancelled,46-60,Returning,Regular,Swiggy One,Dine-in,3,14,NEW50,No,2024-11-18,2024-11,Monday,11,527,62.6,-14.600000000000001,0,5.55,High,1,0
3523,ORD03524,2024-10-20 06:46:00,CUST01458,Mumbai,REST131,Foodie's Corner,Biryani,205,80,9.25,26,5,60,DP021,4,Card,Delayed,18-25,Returning,Premium,Normal,Cloud Kitchen,10,14,SAVE20,No,2024-10-20,2024-10,Sunday,6,154,63.0,-3.0,0,6.49,Low,1,0
3524,ORD03525,2024-01-03 10:10:00,CUST02885,Delhi,REST123,Biryani House,North Indian,317,192,10.79,34,12,62,DP016,3,UPI,Cancelled,18-25,Returning,Premium,Normal,Cloud Kitchen,3,35,SAVE20,No,2024-01-03,2024-01,Wednesday,10,175,77.16,-15.159999999999997,0,5.75,Low,1,0
3525,ORD03526,2024-03-15 19:29:00,CUST02974,Hyderabad,REST180,Spice Hub,Fast Food,866,165,8.03,12,2,51,DP020,2,UPI,Delayed,46-60,New,Regular,Normal,Franchise,5,36,FESTIVE30,Yes,2024-03-15,2024-03,Friday,19,744,44.12,6.880000000000003,1,6.35,High,1,1
3526,ORD03527,2024-02-26 16:24:00,CUST01400,Mumbai,REST103,Biryani House,Chinese,1014,203,6.16,10,7,36,DP050,2,COD,Delivered,46-60,Returning,Premium,Normal,Franchise,8,26,FESTIVE30,No,2024-02-26,2024-02,Monday,16,852,34.64,1.3599999999999994,0,5.84,High,1,0
3527,ORD03528,2024-07-11 07:30:00,CUST00443,Pune,REST038,Sweet Treats,Chinese,1364,210,10.32,25,6,21,DP046,1,Card,Delayed,36-45,New,Budget,Normal,Dine-in,5,25,SAVE20,Yes,2024-07-11,2024-07,Thursday,7,1190,66.28,-45.28,0,2.03,Very High,1,1
3528,ORD03529,2024-04-23 12:57:00,CUST02123,Pune,REST067,Sweet Treats,Chinese,631,257,10.85,21,4,61,DP047,2,COD,Delayed,46-60,New,Budget,Normal,Cloud Kitchen,14,10,TRYNEW,Yes,2024-04-23,2024-04,Tuesday,12,402,64.4,-3.4000000000000057,0,5.62,Mid,1,1
3529,ORD03530,2024-08-09 04:30:00,CUST00557,Chennai,REST002,Dragon Bowl,South Indian,489,114,9.49,36,17,31,DP040,5,Card,Cancelled,26-35,Returning,Regular,Swiggy One,Franchise,12,35,TRYNEW,No,2024-08-09,2024-08,Friday,4,439,73.96000000000001,-42.96000000000001,0,3.27,Mid,1,0
3530,ORD03531,2024-12-13 14:07:00,CUST01179,Chennai,REST015,Biryani House,Biryani,945,232,11.34,23,26,17,DP024,2,Card,Delivered,46-60,Returning,Budget,Swiggy One,Cloud Kitchen,7,22,FESTIVE30,No,2024-12-13,2024-12,Friday,14,768,68.36,-51.36,0,1.5,High,1,0
3531,ORD03532,2024-02-04 18:26:00,CUST02038,Mumbai,REST145,Biryani House,Biryani,1041,76,11.76,27,20,26,DP047,2,Card,Delayed,36-45,Returning,Budget,Normal,Cloud Kitchen,4,11,FESTIVE30,No,2024-02-04,2024-02,Sunday,18,1000,74.03999999999999,-48.03999999999999,0,2.21,Very High,1,0
3532,ORD03533,2024-10-15 22:23:00,CUST00363,Delhi,REST038,Foodie's Corner,Italian,925,95,3.39,37,15,84,DP021,3,UPI,Delivered,36-45,Returning,Premium,Normal,Dine-in,10,21,FESTIVE30,No,2024-10-15,2024-10,Tuesday,22,876,50.56,33.44,1,24.78,High,1,0
3533,ORD03534,2024-09-13 06:43:00,CUST02496,Delhi,REST153,Dragon Bowl,South Indian,1432,97,2.61,12,8,89,DP044,4,COD,Delivered,26-35,New,Premium,Normal,Dine-in,3,16,FESTIVE30,Yes,2024-09-13,2024-09,Friday,6,1362,22.439999999999998,66.56,1,34.1,Very High,1,1
3534,ORD03535,2024-08-07 22:21:00,CUST01258,Bangalore,REST139,Taste of India,Italian,750,55,5.66,33,10,33,DP031,2,Card,Cancelled,36-45,Returning,Premium,Normal,Dine-in,8,15,FESTIVE30,No,2024-08-07,2024-08,Wednesday,22,728,55.64,-22.64,0,5.83,High,1,0
3535,ORD03536,2024-03-21 03:56:00,CUST01842,Kolkata,REST198,Taste of India,Desserts,586,117,11.89,17,20,45,DP050,5,COD,Delayed,46-60,Returning,Budget,Normal,Dine-in,14,40,NEW50,No,2024-03-21,2024-03,Thursday,3,543,64.56,-19.560000000000002,0,3.78,High,1,0
3536,ORD03537,2024-11-11 23:05:00,CUST02310,Kolkata,REST187,Dragon Bowl,Bakery,1395,118,1.52,27,27,16,DP010,4,Card,Delivered,18-25,Returning,Premium,Normal,Cloud Kitchen,11,16,TRYNEW,No,2024-11-11,2024-11,Monday,23,1331,33.08,-17.08,0,10.53,Very High,1,0
3537,ORD03538,2024-10-07 02:03:00,CUST01851,Ahmedabad,REST134,Taste of India,Italian,1232,37,8.69,25,18,32,DP020,2,UPI,Delivered,26-35,Returning,Budget,Swiggy One,Cloud Kitchen,7,34,NONE,No,2024-10-07,2024-10,Monday,2,1254,59.76,-27.759999999999998,0,3.68,Very High,1,0
3538,ORD03539,2024-03-17 04:13:00,CUST02173,Kolkata,REST006,Spice Hub,Italian,301,184,10.28,24,13,69,DP014,4,COD,Delayed,46-60,Returning,Budget,Normal,Franchise,12,18,NONE,No,2024-03-17,2024-03,Sunday,4,160,65.12,3.8799999999999955,0,6.71,Low,1,0
3539,ORD03540,2024-05-17 03:03:00,CUST00911,Hyderabad,REST122,Taste of India,Desserts,1083,241,11.89,31,6,18,DP019,5,UPI,Delayed,18-25,New,Premium,Normal,Cloud Kitchen,6,35,NONE,Yes,2024-05-17,2024-05,Friday,3,889,78.56,-60.56,0,1.51,High,1,1
3540,ORD03541,2024-03-01 06:04:00,CUST00245,Delhi,REST044,Sweet Treats,Fast Food,689,50,7.63,11,11,36,DP030,3,Card,Delayed,26-35,Returning,Budget,Normal,Dine-in,11,29,NEW50,No,2024-03-01,2024-03,Friday,6,690,41.519999999999996,-5.519999999999996,0,4.72,High,1,0
3541,ORD03542,2024-05-02 18:00:00,CUST00542,Bangalore,REST139,Spice Hub,Chinese,374,126,4.87,38,18,48,DP016,3,UPI,Delayed,18-25,Returning,Regular,Normal,Dine-in,3,22,TRYNEW,No,2024-05-02,2024-05,Thursday,18,291,57.480000000000004,-9.480000000000004,0,9.86,Mid,1,0
3542,ORD03543,2024-10-05 22:10:00,CUST02533,Chennai,REST078,Dragon Bowl,Biryani,1486,102,2.41,25,7,62,DP022,1,UPI,Delivered,26-35,New,Premium,Normal,Franchise,14,30,NONE,Yes,2024-10-05,2024-10,Saturday,22,1435,34.64,27.36,1,25.73,Very High,1,1
3543,ORD03544,2024-01-14 11:28:00,CUST02170,Pune,REST185,Taste of India,South Indian,712,228,11.79,32,20,84,DP020,5,COD,Delivered,18-25,Returning,Regular,Normal,Franchise,7,32,NONE,No,2024-01-14,2024-01,Sunday,11,543,79.16,4.840000000000003,0,7.12,High,1,0
3544,ORD03545,2024-08-23 19:14:00,CUST02173,Kolkata,REST030,Taste of India,Bakery,1452,210,11.13,38,4,38,DP006,2,Card,Cancelled,26-35,Returning,Budget,Normal,Dine-in,14,38,NONE,No,2024-08-23,2024-08,Friday,19,1298,82.52000000000001,-44.52000000000001,0,3.41,Very High,1,0
